instance,cons_before,cons_after,bin_vars_before,bin_vars_after,Int_variables_before,Int_variables_after,Cont_variables_before,Cont_variables_after,obj_original,obj_reduced,Solve time(s) before,Solve time(s) after,Bound,Coeff,remove_cons,remove var,fix_var,subst_var
instance_0004.mps,125,124,93,91,112,112,0,0,13,12,-3.5,-3.5,0.01405787467956543,0.017338037490844727,12,133,2,0,0,1
instance_0009.mps,392,391,256,254,379,379,0,0,13,12,-4.416666666666667,-4.416666666666667,0.18212890625,0.31363391876220703,12,463,2,0,0,1
instance_0003.mps,222,222,275,275,210,210,0,0,12,12,-12.0,-12.0,0.03316950798034668,0.030776262283325195,0,0,0,0,0,0
instance_0002.mps,58,54,42,27,45,43,0,0,13,11,-2.0,-2.0,0.001428842544555664,0.0010671615600585938,9,108,15,0,1,3
instance_0001.mps,195,193,189,186,182,181,0,0,13,12,-15.0,-15.0,0.02420830726623535,0.020849227905273438,14,351,3,0,1,1
instance_0017.mps,518,517,445,443,505,505,0,0,13,12,-36.50000000377605,-36.5,0.07068252563476562,0.18131661415100098,12,566,2,0,0,1
instance_0012.mps,493,491,371,368,480,479,0,0,13,12,-11.25,-11.25,0.23321866989135742,0.2201838493347168,14,806,3,0,1,1
